card_a_id,card_b_id,card_a,card_b,card_a_class,card_b_class,card_a_rank,card_b_rank,a_rounds,b_rounds,a_final_integrity,b_final_integrity,winner_id,winner,winner_class,winner_rank,loser_id,margin,round_margin_total,rounds_completed,knockout,tiebreaker,upset
DROP0205,DROP0143,HOL! - HOL! | Drop 3,Kai Wachi - LOADED | Drop 2,Impact Cannon,Filth Monster,1.0,23.0,5,0,35.20387255478054,21.01367651502553,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0143,14.190196039755008,14.190196039755005,5,False,,False
DROP0205,DROP0125,HOL! - HOL! | Drop 3,Svdden Death - Forgotten Name | Drop 2,Impact Cannon,Impact Cannon,1.0,24.0,5,0,31.08199340698456,16.732256734459174,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0125,14.349736672525385,14.349736672525395,5,False,,False
DROP0205,DROP0122,HOL! - HOL! | Drop 3,Svdden Death - Creator | Drop 2,Impact Cannon,Technical Weapon,1.0,25.0,4,1,34.60558822014876,19.288950503528085,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0122,15.316637716620676,15.49802156616425,5,False,,False
DROP0205,DROP0030,HOL! - HOL! | Drop 3,Subtronics - Fuck Up | Drop 2,Impact Cannon,Impact Cannon,1.0,26.0,5,0,32.241060526180625,20.92257977187586,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0030,11.318480754304765,11.318480754304778,5,False,,False
DROP0205,DROP0338,HOL! - HOL! | Drop 3,YDG - Lose Control | Drop 1,Impact Cannon,Filth Monster,1.0,27.0,4,1,33.56282183753498,22.42124729026769,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0338,11.141574547267293,13.236169440690437,5,False,,False
DROP0205,DROP0426,HOL! - HOL! | Drop 3,"LEVEL UP, Kai Wachi - OUT OF MY MIND | Drop 2",Impact Cannon,Impact Cannon,1.0,28.0,4,1,30.724762548755937,21.849351565497873,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0426,8.875410983258064,9.714875350752868,5,False,,False
DROP0205,DROP0324,HOL! - HOL! | Drop 3,"LEVEL UP, Subtronics, Wooli - Dingus | Drop 2",Impact Cannon,Technical Weapon,1.0,29.0,5,0,37.84939286079375,18.73304825265408,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0324,19.11634460813967,19.116344608139666,5,False,,False
DROP0205,DROP0105,HOL! - HOL! | Drop 3,Levity - Can_t Get Enough | Drop 2,Impact Cannon,Vacuum Striker,1.0,30.0,4,1,31.502120532756024,23.472416549810365,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0105,8.029703982945659,10.792185168680412,5,False,,False
DROP0205,DROP0188,HOL! - HOL! | Drop 3,Crankdat - Movement | Drop 2,Impact Cannon,Impact Cannon,1.0,31.0,5,0,35.69331570700898,22.330568344423877,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0188,13.3627473625851,13.362747362585111,5,False,,False
DROP0205,DROP0184,HOL! - HOL! | Drop 3,"Kai Wachi, RUNN - Better Off Alone | Drop 3",Impact Cannon,Technical Weapon,1.0,32.0,4,1,35.11822394219416,22.404448561830435,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0184,12.713775380363728,13.25660985737582,5,False,,False
DROP0205,DROP0148,HOL! - HOL! | Drop 3,"TYNAN, maddietiedt - wubmart | Drop 1",Impact Cannon,Impact Cannon,1.0,33.0,5,0,33.40974492444484,18.460601253312788,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0148,14.949143671132049,14.949143671132049,5,False,,False
DROP0205,DROP0142,HOL! - HOL! | Drop 3,Kai Wachi - LOADED | Drop 1,Impact Cannon,Filth Monster,1.0,34.0,5,0,37.05955875670135,27.60050412862985,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0142,9.459054628071499,9.459054628071485,5,False,,False
DROP0205,DROP0056,HOL! - HOL! | Drop 3,Space Laces - In The Place | Drop 2,Impact Cannon,Impact Cannon,1.0,35.0,5,0,32.58586090565417,23.27149462674462,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0056,9.314366278909553,9.31436627890955,5,False,,False
DROP0205,DROP0124,HOL! - HOL! | Drop 3,Svdden Death - Forgotten Name | Drop 1,Impact Cannon,Filth Monster,1.0,36.0,4,1,34.237463944072765,22.976924134063534,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0124,11.26053981000923,13.342044739030376,5,False,,False
DROP0205,DROP0019,HOL! - HOL! | Drop 3,TYNAN - His Name Is | Drop 1,Impact Cannon,Impact Cannon,1.0,37.0,5,0,34.919471975201816,19.09756264373101,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0019,15.821909331470806,15.821909331470799,5,False,,False
DROP0205,DROP0023,HOL! - HOL! | Drop 3,Subtronics - Fuck Up | Drop 3,Impact Cannon,Impact Cannon,1.0,38.0,5,0,37.74841499650252,24.250246551870575,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0023,13.498168444631943,13.498168444631949,5,False,,False
DROP0205,DROP0201,HOL! - HOL! | Drop 3,"GRiZ, Wooli - Chaos Theory | Drop 2",Impact Cannon,Impact Cannon,1.0,39.0,5,0,34.84080056923854,23.761821206152042,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0201,11.078979363086496,11.078979363086502,5,False,,False
DROP0205,DROP0063,HOL! - HOL! | Drop 3,LEVEL UP - The Other Side | Drop 1,Impact Cannon,Filth Monster,1.0,40.0,4,1,31.404548202832473,18.838731143889703,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0063,12.56581705894277,13.73615090916116,5,False,,False
DROP0205,DROP0397,HOL! - HOL! | Drop 3,Levity - Heartbreak | Drop 2,Impact Cannon,Impact Cannon,1.0,41.0,5,0,32.11380270171136,22.08136716033004,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0397,10.032435541381318,10.032435541381304,5,False,,False
DROP0205,DROP0235,HOL! - HOL! | Drop 3,Virtual Riot - Sh_t_s On F_re | Drop 3,Impact Cannon,Impact Cannon,1.0,42.0,5,0,30.319914988688634,20.320142123077247,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0235,9.999772865611387,9.999772865611385,5,False,,False
DROP0205,DROP0346,HOL! - HOL! | Drop 3,LEVEL UP - Alive | Drop 1,Impact Cannon,Filth Monster,1.0,43.0,4,1,36.24914933800669,25.06423557923435,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0346,11.184913758772339,11.68430444077247,5,False,,False
DROP0205,DROP0065,HOL! - HOL! | Drop 3,LEVEL UP - That One Dubstep Song | Drop 1,Impact Cannon,Technical Weapon,1.0,44.0,4,1,34.85804565298968,25.55576804915355,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0065,9.302277603836131,13.006070065465867,5,False,,False
DROP0205,DROP0118,HOL! - HOL! | Drop 3,Subtronics - Itchy Scratchy | Drop 1,Impact Cannon,Impact Cannon,1.0,45.0,5,0,34.533532677184844,23.18528006338614,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0118,11.348252613798703,11.348252613798698,5,False,,False
DROP0205,DROP0339,HOL! - HOL! | Drop 3,YDG - Lose Control | Drop 2,Impact Cannon,Impact Cannon,1.0,46.0,4,1,37.13884928521756,24.483884138468405,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0339,12.654965146749156,13.276013827859853,5,False,,False
DROP0205,DROP0350,HOL! - HOL! | Drop 3,LEVEL UP - Dark Side | Drop 2,Impact Cannon,Filth Monster,1.0,47.0,4,1,35.093877161626175,26.066323732287856,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0350,9.027553429338319,11.576423113173682,5,False,,False
DROP0205,DROP0119,HOL! - HOL! | Drop 3,Subtronics - Itchy Scratchy | Drop 2,Impact Cannon,Impact Cannon,1.0,49.0,3,2,30.148035912932798,18.300172867552533,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0119,11.847863045380265,12.264162659135463,5,False,,False
DROP0205,DROP0062,HOL! - HOL! | Drop 3,LEVEL UP - That One Dubstep Song | Drop 2,Impact Cannon,Technical Weapon,1.0,50.0,4,1,35.34330823013679,25.216559087605035,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0062,10.126749142531757,12.117309400700396,5,False,,False
DROP0205,DROP0029,HOL! - HOL! | Drop 3,Subtronics - Scream Saver | Drop 3,Impact Cannon,Impact Cannon,1.0,51.0,5,0,35.2960744210815,19.03458278597473,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0029,16.26149163510677,16.26149163510675,5,False,,False
DROP0205,DROP0425,HOL! - HOL! | Drop 3,"LEVEL UP, Kai Wachi - OUT OF MY MIND | Drop 1",Impact Cannon,Impact Cannon,1.0,52.0,3,2,29.827622235182872,24.595249014930594,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0425,5.232373220252278,8.373320661841364,5,False,,False
DROP0205,DROP0181,HOL! - HOL! | Drop 3,"Excision, Wooli - Name Drop | Drop 3",Impact Cannon,Filth Monster,1.0,53.0,5,0,36.36630200928194,18.0910704763932,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0181,18.27523153288874,18.275231532888743,5,False,,False
DROP0205,DROP0020,HOL! - HOL! | Drop 3,TYNAN - His Name Is | Drop 2,Impact Cannon,Impact Cannon,1.0,54.0,5,0,35.87004220984492,24.32488789246878,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0020,11.545154317376138,11.545154317376154,5,False,,False
DROP0205,DROP0230,HOL! - HOL! | Drop 3,"Tape B, Wooli - Dopamine | Drop 1",Impact Cannon,Impact Cannon,1.0,55.0,5,0,34.599239151409925,24.68635209833556,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0230,9.912887053074364,9.91288705307439,5,False,,False
DROP0205,DROP0159,HOL! - HOL! | Drop 3,GRiZ - Funk You Up! | Drop 2,Impact Cannon,Filth Monster,1.0,56.0,5,0,38.310047240782886,24.446148313312925,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0159,13.863898927469961,13.863898927469961,5,False,,False
DROP0205,DROP0008,HOL! - HOL! | Drop 3,Subtronics - Gangstas | Drop 1,Impact Cannon,Impact Cannon,1.0,57.0,5,0,35.733489845292524,22.2467575317402,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0008,13.486732313552324,13.486732313552315,5,False,,False
DROP0205,DROP0010,HOL! - HOL! | Drop 3,"Subtronics, Wooli - Lock In | Drop 2",Impact Cannon,Impact Cannon,1.0,58.0,5,0,35.36371415365942,15.486906641501395,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0010,19.876807512158027,19.876807512158027,5,False,,False
DROP0205,DROP0162,HOL! - HOL! | Drop 3,"Subtronics, Creg - Antidote (Midnight Coffee) (feat. CREG) | Drop 2",Impact Cannon,Technical Weapon,1.0,59.0,4,1,36.59071412433411,24.379776317471688,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0162,12.210937806862425,12.707767862826119,5,False,,False
DROP0205,DROP0429,HOL! - HOL! | Drop 3,Ray Volpe - SEE YOU DROP | Drop 2,Impact Cannon,Impact Cannon,1.0,60.0,5,0,35.49657848612054,28.2611733035404,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0429,7.235405182580141,7.235405182580141,5,False,,False
DROP0205,DROP0128,HOL! - HOL! | Drop 3,Svdden Death - Prelude I | Drop 2,Impact Cannon,Pressure Engine,1.0,61.0,3,2,29.715037676527707,20.619024834692283,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0128,9.096012841835424,19.72845520206515,5,False,,False
DROP0205,DROP0134,HOL! - HOL! | Drop 3,Flux Pavilion - I Cant Stop | Drop 4,Impact Cannon,Vacuum Striker,1.0,62.0,5,0,35.09061763297609,21.86099030015741,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0134,13.22962733281868,13.22962733281869,5,False,,False
DROP0205,DROP0276,HOL! - HOL! | Drop 3,Deathpact - GATEKEEPER | Drop 2,Impact Cannon,Impact Cannon,1.0,63.0,5,0,34.076453032105164,24.66049007164445,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0276,9.415962960460714,9.415962960460709,5,False,,False
DROP0205,DROP0275,HOL! - HOL! | Drop 3,Deathpact - GATEKEEPER | Drop 1,Impact Cannon,Technical Weapon,1.0,64.0,5,0,35.16774617532623,22.045612949125957,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0275,13.122133226200273,13.122133226200274,5,False,,False
DROP0205,DROP0082,HOL! - HOL! | Drop 3,Flux Pavilion - I Cant Stop | Drop 2,Impact Cannon,Vacuum Striker,1.0,65.0,4,1,30.659617030423,24.194381747483824,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0082,6.465235282939176,7.3752996732598355,5,False,,False
DROP0205,DROP0025,HOL! - HOL! | Drop 3,Subtronics - Gangstas | Drop 3,Impact Cannon,Impact Cannon,1.0,66.0,5,0,32.511150879914084,22.73250763676252,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0025,9.778643243151564,9.778643243151555,5,False,,False
DROP0205,DROP0014,HOL! - HOL! | Drop 3,"Subtronics, Creg - Antidote (Midnight Coffee) (feat. CREG) | Drop 1",Impact Cannon,Groove Driver,1.0,67.0,2,3,30.38959462861923,23.5149093814355,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0014,6.874685247183727,20.2923803471414,5,False,,False
DROP0205,DROP0007,HOL! - HOL! | Drop 3,Subtronics - Fuck Up | Drop 1,Impact Cannon,Impact Cannon,1.0,68.0,5,0,35.74130320945408,21.896335013376948,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0007,13.844968196077133,13.84496819607711,5,False,,False
DROP0205,DROP0137,HOL! - HOL! | Drop 3,"Excision, Subtronics - A.F.B.1. | Drop 2",Impact Cannon,Filth Monster,1.0,69.0,3,2,36.776678000270266,26.25567701434848,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0137,10.521000985921788,13.248624989376932,5,False,,False
DROP0205,DROP0293,HOL! - HOL! | Drop 3,"Waka Flocka Flame, HOL! - HARD IN DA PAINT | Drop 1",Impact Cannon,Impact Cannon,1.0,70.0,5,0,37.09174815074075,18.974516443117437,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0293,18.11723170762331,18.117231707623304,5,False,,False
DROP0205,DROP0187,HOL! - HOL! | Drop 3,Crankdat - Movement | Drop 1,Impact Cannon,Impact Cannon,1.0,71.0,5,0,38.620218637002225,26.662468700724297,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0187,11.957749936277928,11.957749936277924,5,False,,False
DROP0205,DROP0355,HOL! - HOL! | Drop 3,"LEVEL UP, Vastive - Awaken | Drop 1",Impact Cannon,Filth Monster,1.0,72.0,3,2,33.85901070533901,21.832971372148883,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0355,12.026039333190127,15.564281085327565,5,False,,False
DROP0205,DROP0055,HOL! - HOL! | Drop 3,Space Laces - Dominate | Drop 2,Impact Cannon,Filth Monster,1.0,73.0,4,1,33.80506420438197,24.793651837809314,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0055,9.011412366572657,17.707548571435446,5,False,,False
DROP0205,DROP0022,HOL! - HOL! | Drop 3,Subtronics - Anxious | Drop 3,Impact Cannon,Impact Cannon,1.0,74.0,5,0,36.170187624971035,22.85243366596682,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0022,13.317753959004214,13.317753959004216,5,False,,False
DROP0205,DROP0370,HOL! - HOL! | Drop 3,Crankdat - Ding Dong | Drop 2,Impact Cannon,Impact Cannon,1.0,75.0,5,0,37.16674502992181,24.83262310683028,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0370,12.334121923091534,12.334121923091534,5,False,,False
DROP0205,DROP0311,HOL! - HOL! | Drop 3,"Zeds Dead, GRiZ - Ecstasy Of Soul | Drop 1",Impact Cannon,Filth Monster,1.0,76.0,2,3,32.63701830968348,25.659005161804636,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0311,6.9780131478788405,14.329662529096268,5,False,,False
DROP0205,DROP0183,HOL! - HOL! | Drop 3,"Kai Wachi, RUNN - Better Off Alone | Drop 2",Impact Cannon,Impact Cannon,1.0,77.0,5,0,32.08534308191666,18.670139114742636,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0183,13.415203967174026,13.415203967174012,5,False,,False
DROP0205,DROP0015,HOL! - HOL! | Drop 3,"Subtronics, Grabbitz - Infinity (feat. Grabbitz) | Drop 1",Impact Cannon,Impact Cannon,1.0,78.0,5,0,37.57395765649541,20.505447614696436,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0015,17.068510041798973,17.068510041798973,5,False,,False
DROP0205,DROP0076,HOL! - HOL! | Drop 3,Flux Pavilion - Bass Cannon (Flux_s Version) | Drop 2,Impact Cannon,Impact Cannon,1.0,79.0,5,0,34.31367758259912,19.808120076647278,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0076,14.505557505951842,14.50555750595185,5,False,,False
DROP0205,DROP0371,HOL! - HOL! | Drop 3,Crankdat - Ding Dong | Drop 3,Impact Cannon,Impact Cannon,1.0,80.0,5,0,33.69796470638388,19.884832069591,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0371,13.81313263679288,13.813132636792854,5,False,,False
DROP0205,DROP0295,HOL! - HOL! | Drop 3,"Waka Flocka Flame, HOL! - HARD IN DA PAINT | Drop 3",Impact Cannon,Impact Cannon,1.0,81.0,5,0,38.222130932347085,23.782608569046314,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0295,14.439522363300771,14.439522363300766,5,False,,False
DROP0205,DROP0299,HOL! - HOL! | Drop 3,MUST DIE! - CHAOS | Drop 1,Impact Cannon,Vacuum Striker,1.0,82.0,5,0,33.806093559119574,21.12588639604648,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0299,12.680207163073096,12.680207163073096,5,False,,False
DROP0205,DROP0225,HOL! - HOL! | Drop 3,Svdden Death - Behemoth | Drop 2,Impact Cannon,Technical Weapon,1.0,83.0,5,0,37.77300153034368,23.24709247001968,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0225,14.525909060323997,14.525909060323992,5,False,,False
DROP0205,DROP0215,HOL! - HOL! | Drop 3,Ray Volpe - HAPPY SONG | Drop 1,Impact Cannon,Filth Monster,1.0,84.0,4,1,32.7073786799551,25.236992697300646,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0215,7.470385982654452,12.541859337750978,5,False,,False
DROP0205,DROP0180,HOL! - HOL! | Drop 3,"Excision, Wooli - Name Drop | Drop 2",Impact Cannon,Filth Monster,1.0,85.0,5,0,36.447661533311226,21.139992354493756,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0180,15.30766917881747,15.307669178817482,5,False,,False
DROP0205,DROP0434,HOL! - HOL! | Drop 3,Sullivan King - HEADLOCK | Drop 1,Impact Cannon,Cinematic,1.0,86.0,3,2,33.298870555807184,25.63550101355595,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0434,7.663369542251235,19.15247883494971,5,False,,False
DROP0205,DROP0279,HOL! - HOL! | Drop 3,"Ganja White Night, Mr. Bill, Wasiu - Ego Death | Drop 2",Impact Cannon,Impact Cannon,1.0,87.0,5,0,38.41863858056786,24.650558001950415,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0279,13.768080578617443,13.76808057861743,5,False,,False
DROP0205,DROP0133,HOL! - HOL! | Drop 3,Flux Pavilion - Bass Cannon (Flux_s Version) | Drop 4,Impact Cannon,Impact Cannon,1.0,88.0,5,0,33.815936609062746,22.60002475373406,DROP0205,HOL! - HOL! | Drop 3,Impact Cannon,1.0,DROP0133,11.215911855328685,11.215911855328697,5,False,,False
