dropdex_id,artist,track,drop_no,drop_class,secondary_class,dropdex_rank_global,battle_score_abs,dropdex_score_abs,wins,losses,matchups,win_rate,battle_engine_rank
DROP0055,Space Laces,Dominate,2,Filth Monster,Impact Cannon,73.0,47.087234015480696,48.82431705598041,240,82,322,0.7453416149068323,76
DROP0370,Crankdat,Ding Dong,2,Impact Cannon,Technical Weapon,75.0,47.87111995855973,48.68356936146574,237,85,322,0.7360248447204969,77
DROP0187,Crankdat,Movement,1,Impact Cannon,Technical Weapon,71.0,48.801237922756,49.260323899628354,236,86,322,0.7329192546583851,78
DROP0290,"Space Laces, Eptic",Crash Out,1,Impact Cannon,Pressure Engine,108.0,45.55017303338014,46.70596239706745,236,86,322,0.7329192546583851,79
DROP0435,Sullivan King,HEADLOCK,2,Technical Weapon,Cinematic,127.0,43.723139277806645,45.98555413457424,235,87,322,0.7298136645962733,80
DROP0400,Ray Volpe,CRASH OUT,2,Impact Cannon,Filth Monster,101.0,46.093746353656705,47.20049644587717,232,90,322,0.7204968944099379,81
DROP0355,"LEVEL UP, Vastive",Awaken,1,Filth Monster,Impact Cannon,72.0,46.84676216092026,48.943141453364944,230,92,322,0.7142857142857143,82
DROP0346,LEVEL UP,Alive,1,Filth Monster,Technical Weapon,43.0,46.4064321424923,51.03211599366239,229,93,322,0.7111801242236024,83
DROP0217,Ray Volpe,HAPPY SONG,3,Impact Cannon,Filth Monster,114.0,44.843559613754465,46.43503982377665,229,93,322,0.7111801242236024,84
DROP0275,Deathpact,GATEKEEPER,1,Technical Weapon,Impact Cannon,64.0,50.16020848584196,49.70474172193187,228,94,322,0.7080745341614907,85
DROP0006,Subtronics,Anxious,1,Impact Cannon,Technical Weapon,102.0,46.36621872968251,47.14619105827902,228,94,322,0.7080745341614907,86
DROP0037,Space Laces,In The Place,1,Filth Monster,Impact Cannon,104.0,45.19622837384791,47.09613565276829,228,94,322,0.7080745341614907,87
DROP0137,"Excision, Subtronics",A.F.B.1.,2,Filth Monster,Impact Cannon,69.0,46.95426216277137,49.33004550795418,227,95,322,0.7049689440993789,88
DROP0293,"Waka Flocka Flame, HOL!",HARD IN DA PAINT,1,Impact Cannon,Technical Weapon,70.0,51.46466868322535,49.28015165778895,225,97,322,0.6987577639751553,89
DROP0029,Subtronics,Scream Saver,3,Impact Cannon,Filth Monster,51.0,51.34248051313588,50.46227326175693,221,101,322,0.6863354037267081,90
DROP0279,"Ganja White Night, Mr. Bill, Wasiu",Ego Death,2,Impact Cannon,Filth Monster,87.0,48.30431790121776,47.797471467318125,221,101,322,0.6863354037267081,91
DROP0384,"Excision, Sullivan King",Bass To The Dome,1,Filth Monster,Technical Weapon,105.0,44.478320285074666,46.97870806448736,220,102,322,0.6832298136645962,92
DROP0184,"Kai Wachi, RUNN",Better Off Alone,3,Technical Weapon,Filth Monster,32.0,49.691457293427845,51.8186369497953,217,105,322,0.6739130434782609,93
DROP0159,GRiZ,Funk You Up!,2,Filth Monster,Vacuum Striker,56.0,46.39684647341226,50.25231400916117,217,105,322,0.6739130434782609,94
DROP0295,"Waka Flocka Flame, HOL!",HARD IN DA PAINT,3,Impact Cannon,Filth Monster,81.0,50.54467495610869,48.30712930136686,213,109,322,0.6614906832298136,95
DROP0403,"SLANDER, Asking Alexandria, Crankdat",Kneel Before Me feat. Asking Alexandria,2,Filth Monster,Technical Weapon,107.0,44.81831540804961,46.77577314095648,213,109,322,0.6614906832298136,96
DROP0294,"Waka Flocka Flame, HOL!",HARD IN DA PAINT,2,Impact Cannon,Filth Monster,100.0,47.84201895245178,47.20824299818813,210,112,322,0.6521739130434783,97
DROP0272,"Conrank, Mersiv",Lights Go Down,1,Impact Cannon,Pressure Engine,129.0,46.298174665108675,45.87988877298534,209,113,322,0.6490683229813664,98
DROP0186,Space Laces,Survive,2,Melodic Weapon,Technical Weapon,125.0,38.45015382883431,46.0477726265326,208,114,322,0.6459627329192547,99
DROP0324,"LEVEL UP, Subtronics, Wooli",Dingus,2,Technical Weapon,Impact Cannon,29.0,54.20716000281836,52.116763128292106,207,115,322,0.6428571428571429,100
DROP0369,Crankdat,Ding Dong,1,Impact Cannon,Technical Weapon,111.0,46.42197995020136,46.551979880506295,207,115,322,0.6428571428571429,101
DROP0084,"GRiZ, CloZee",Color Of Your Soul,1,Impact Cannon,Filth Monster,152.0,43.515856063603295,44.92314985266312,204,118,322,0.6335403726708074,102
DROP0343,"Excision, Wooli",Titans,1,Impact Cannon,Filth Monster,106.0,45.17423537361884,46.922597557296825,203,119,322,0.6304347826086957,103
DROP0438,Zomboy,Doomsday,2,Filth Monster,Technical Weapon,139.0,43.943180058678465,45.43747974409104,203,119,322,0.6304347826086957,104
DROP0312,"Zeds Dead, GRiZ",Ecstasy Of Soul,2,Impact Cannon,Technical Weapon,135.0,42.93953382610095,45.5949906611718,202,120,322,0.6273291925465838,105
DROP0220,Ray Volpe,Laserbeam,3,Impact Cannon,Technical Weapon,137.0,44.804067868685074,45.50004019090729,202,120,322,0.6273291925465838,106
DROP0149,"TYNAN, maddietiedt",wubmart,2,Impact Cannon,Technical Weapon,93.0,47.53842523551249,47.51165542434517,201,121,322,0.6242236024844721,107
DROP0273,"Conrank, Mersiv",Lights Go Down,2,Impact Cannon,Pressure Engine,118.0,45.73056156381505,46.24696242543651,201,121,322,0.6242236024844721,108
DROP0412,YDG,Apocalypse,2,Impact Cannon,Filth Monster,146.0,47.0515626289181,45.078536552211155,201,121,322,0.6242236024844721,109
DROP0033,Excision,The Paradox,1,Filth Monster,Impact Cannon,143.0,42.61544069040494,45.114571614316134,199,123,322,0.6180124223602484,110
DROP0301,MUST DIE!,CHAOS,3,Impact Cannon,Technical Weapon,150.0,46.46559613545353,44.96367232790381,198,124,322,0.6149068322981367,111
DROP0180,"Excision, Wooli",Name Drop,2,Filth Monster,Technical Weapon,85.0,45.43999492510552,48.09913714552145,196,126,322,0.6086956521739131,112
DROP0207,Knife Party,Centipede,2,Technical Weapon,Filth Monster,113.0,44.72037043479229,46.45778685038613,196,126,322,0.6086956521739131,113
DROP0251,"NGHTMRE, Crankdat, Duke Deuce",TYPE SH_T,1,Impact Cannon,Filth Monster,121.0,43.58191499330537,46.09961081163988,196,126,322,0.6086956521739131,114
DROP0325,"LEVEL UP, Subtronics, Wooli",Dingus,3,Impact Cannon,Technical Weapon,109.0,48.12835434166657,46.678617205198144,195,127,322,0.6055900621118012,115
DROP0335,Wooli,Wackman,1,Impact Cannon,Technical Weapon,134.0,46.012681763961886,45.599557163323595,195,127,322,0.6055900621118012,116
DROP0046,Excision,Virus,4,Filth Monster,Technical Weapon,156.0,38.773640303338155,44.579731921560814,195,127,322,0.6055900621118012,117
DROP0077,Flux Pavilion,Bass Cannon (Flux_s Version),3,Impact Cannon,Pressure Engine,180.0,46.23732455219592,43.931224991018624,194,128,322,0.6024844720496895,118
DROP0225,Svdden Death,Behemoth,2,Technical Weapon,Filth Monster,83.0,47.65602345090869,48.20483682860478,193,129,322,0.5993788819875776,119
DROP0356,"LEVEL UP, Vastive",Awaken,2,Impact Cannon,Filth Monster,91.0,46.805079475738594,47.62724398311925,193,129,322,0.5993788819875776,120
DROP0183,"Kai Wachi, RUNN",Better Off Alone,2,Impact Cannon,Filth Monster,77.0,47.37654220156507,48.500321689197165,192,130,322,0.5962732919254659,121
DROP0015,"Subtronics, Grabbitz",Infinity (feat. Grabbitz),1,Impact Cannon,Technical Weapon,78.0,49.11034605664806,48.49952435356712,192,130,322,0.5962732919254659,122
DROP0253,"NGHTMRE, Crankdat, Duke Deuce",TYPE SH_T,3,Impact Cannon,Filth Monster,117.0,43.94721765720908,46.2721670463977,192,130,322,0.5962732919254659,123
DROP0336,Wooli,Wackman,2,Impact Cannon,Technical Weapon,130.0,46.51210956076177,45.86797617417021,192,130,322,0.5962732919254659,124
DROP0396,Levity,Heartbreak,1,Impact Cannon,Technical Weapon,128.0,44.340710565032005,45.88788070492845,191,131,322,0.593167701863354,125
DROP0177,Excision,Reborn,2,Filth Monster,Cinematic,123.0,43.033482764141645,46.0611649391535,190,132,322,0.5900621118012422,126
DROP0216,Ray Volpe,HAPPY SONG,2,Technical Weapon,Filth Monster,165.0,42.42905387705635,44.26368641050108,188,134,322,0.5838509316770186,127
DROP0255,Peekaboo,Evil Lair,2,Technical Weapon,Pressure Engine,119.0,43.80361168559726,46.14803509630344,187,135,322,0.5807453416149069,128
DROP0064,LEVEL UP,The Other Side,2,Filth Monster,Technical Weapon,103.0,42.187099478452005,47.143888341356586,184,138,322,0.5714285714285714,129
DROP0415,YDG,Echo,2,Impact Cannon,Technical Weapon,148.0,46.3074528496479,45.01269362490574,183,139,322,0.5683229813664596,130
DROP0378,"Crankdat, Bandlez",Ground Shake,1,Technical Weapon,Pressure Engine,112.0,45.21016528963906,46.4666587290521,182,140,322,0.5652173913043478,131
DROP0086,"GRiZ, CloZee",Color Of Your Soul,3,Impact Cannon,Technical Weapon,195.0,42.36527822840946,43.53000100416703,182,140,322,0.5652173913043478,132
DROP0136,"Excision, Subtronics",A.F.B.1.,1,Filth Monster,Technical Weapon,190.0,40.40091814141267,43.73680867005031,181,141,322,0.562111801242236,133
DROP0357,"LEVEL UP, Vastive",Awaken,3,Impact Cannon,Technical Weapon,126.0,44.684373024803904,46.02074854404437,180,142,322,0.5590062111801242,134
DROP0291,"Space Laces, Eptic",Crash Out,2,Impact Cannon,Technical Weapon,155.0,42.41906871250887,44.63019592351059,180,142,322,0.5590062111801242,135
DROP0402,"SLANDER, Asking Alexandria, Crankdat",Kneel Before Me feat. Asking Alexandria,1,Filth Monster,Technical Weapon,160.0,42.99211141291627,44.409205732105015,180,142,322,0.5590062111801242,136
DROP0292,"Space Laces, Eptic",Crash Out,3,Impact Cannon,Technical Weapon,163.0,42.282928897448706,44.34582180744208,180,142,322,0.5590062111801242,137
DROP0169,"LEVEL UP, ALLEYCVT",BELIEVE,1,Impact Cannon,Filth Monster,141.0,44.95924978210441,45.31180807956682,178,144,322,0.5527950310559007,138
DROP0414,YDG,Echo,1,Impact Cannon,Technical Weapon,110.0,47.1965858280925,46.62001269234028,177,145,322,0.5496894409937888,139
DROP0034,Excision,Vault,1,Impact Cannon,Filth Monster,147.0,43.92462479841516,45.04371066679087,175,147,322,0.5434782608695652,140
DROP0100,Knife Party,Rage Valley,1,Technical Weapon,Impact Cannon,116.0,45.17518738154946,46.41886751423867,174,148,322,0.5403726708074534,141
DROP0267,"Black Tiger Sex Machine, Kai Wachi",Save Me,2,Impact Cannon,Technical Weapon,120.0,47.00432906663024,46.1351351978748,174,148,322,0.5403726708074534,142
DROP0042,Excision,The Paradox,3,Filth Monster,Technical Weapon,176.0,40.4783773825113,44.14735537736487,174,148,322,0.5403726708074534,143
DROP0011,"Subtronics, Wooli",Lock In,3,Impact Cannon,Technical Weapon,131.0,44.398743195080066,45.78783321468701,172,150,322,0.5341614906832298,144
DROP0302,Nero,Promises,1,Impact Cannon,Technical Weapon,182.0,41.98530176304152,43.91161277562212,172,150,322,0.5341614906832298,145
DROP0170,"LEVEL UP, ALLEYCVT",BELIEVE,2,Impact Cannon,Technical Weapon,142.0,44.79629025615276,45.20706612508755,171,151,322,0.531055900621118,146
DROP0054,GRiZ,supadupakulavibe,1,Impact Cannon,Technical Weapon,171.0,43.3334817587194,44.20178774993103,171,151,322,0.531055900621118,147
DROP0304,Nero,Promises,3,Impact Cannon,Technical Weapon,214.0,40.85827269874227,42.6564697070984,171,151,322,0.531055900621118,148
DROP0213,"Noisia, Skrillex, josh pan, Dylan Brady",Supersonic (My Existence),2,Technical Weapon,Impact Cannon,115.0,43.51120214307664,46.43261098717906,170,152,322,0.5279503105590062,149
DROP0380,"Crankdat, Bandlez",Ground Shake,3,Technical Weapon,Pressure Engine,122.0,44.74208823607042,46.079421251876575,170,152,322,0.5279503105590062,150
DROP0193,"Excision, Kai Wachi, Sullivan King",Bonebreaker,1,Impact Cannon,Filth Monster,144.0,44.96122019710709,45.11362121920325,170,152,322,0.5279503105590062,151
DROP0409,"Subtronics, NGHTMRE, Boogie T",Nuclear Bass Face feat. Boogie T,2,Technical Weapon,Filth Monster,96.0,45.08508468071847,47.35043403444302,169,153,322,0.5248447204968945,152
DROP0359,"LEVEL UP, Zingara",The Medium,2,Technical Weapon,Impact Cannon,90.0,46.64790360935167,47.64683541274355,166,156,322,0.515527950310559,153
DROP0317,BARELY ALIVE,don_t stop,1,Technical Weapon,Filth Monster,140.0,40.7392973780828,45.40955764392966,166,156,322,0.515527950310559,154
DROP0140,Kai Wachi,ILL,2,Impact Cannon,Technical Weapon,136.0,45.363721237785434,45.56592386054122,165,157,322,0.5124223602484472,155
DROP0303,Nero,Promises,2,Impact Cannon,Technical Weapon,169.0,42.17157958104814,44.2174409111514,165,157,322,0.5124223602484472,156
DROP0252,"NGHTMRE, Crankdat, Duke Deuce",TYPE SH_T,2,Impact Cannon,Technical Weapon,210.0,41.332594749128425,42.777639341964246,165,157,322,0.5124223602484472,157
DROP0044,Excision,Virus,2,Filth Monster,Technical Weapon,194.0,37.04471351829498,43.57258307083429,163,159,322,0.5062111801242236,158
DROP0316,MUST DIE!,CHAOS,4,Impact Cannon,Technical Weapon,178.0,43.71286485481702,44.12781888661597,161,161,322,0.5,159
DROP0185,Space Laces,Survive,1,Filth Monster,Technical Weapon,151.0,39.70130324641536,44.92730775061579,160,162,322,0.4968944099378882,160
DROP0328,Riot Ten,Bass Bop,3,Impact Cannon,Technical Weapon,201.0,42.86504996604044,43.313484707303274,160,162,322,0.4968944099378882,161
DROP0043,Excision,Vault,2,Impact Cannon,Filth Monster,172.0,42.837245489525685,44.19187229347501,159,163,322,0.4937888198757764,162
DROP0135,"GRiZ, Subtronics",Griztronics,4,Technical Weapon,Pressure Engine,97.0,41.40394493340556,47.30859582803037,158,164,322,0.4906832298136646,163
DROP0066,"Benny Benassi, Gary Go",Cinema feat. Gary Go (Skrillex Remix),1,Technical Weapon,Impact Cannon,208.0,38.84003156632487,42.82675221246184,158,164,322,0.4906832298136646,164
DROP0057,Space Laces,This Way,2,Impact Cannon,Technical Weapon,228.0,40.98524796429143,42.09402783784723,158,164,322,0.4906832298136646,165
DROP0176,Excision,Reborn,1,Filth Monster,Impact Cannon,168.0,41.77764932499515,44.23634147086047,157,165,322,0.48757763975155277,166
DROP0428,Ray Volpe,SEE YOU DROP,1,Technical Weapon,Filth Monster,181.0,41.13086150422696,43.92859665905697,157,165,322,0.48757763975155277,167
DROP0206,Knife Party,Centipede,1,Technical Weapon,Filth Monster,197.0,41.515090196559,43.47293240620522,157,165,322,0.48757763975155277,168
DROP0036,Space Laces,Dominate,1,Impact Cannon,Filth Monster,200.0,42.987184109042175,43.37479861617115,157,165,322,0.48757763975155277,169
DROP0265,Alison Wonderland,Again_ Fuck.,3,Impact Cannon,Technical Weapon,186.0,43.04215392147382,43.85407004360425,156,166,322,0.484472049689441,170
DROP0085,"GRiZ, CloZee",Color Of Your Soul,2,Filth Monster,Impact Cannon,191.0,41.46494659615009,43.673656310999846,155,167,322,0.4813664596273292,171
DROP0027,Subtronics,Nothing Between,2,Technical Weapon,Impact Cannon,145.0,42.43354650512008,45.09693306170164,154,168,322,0.4782608695652174,172
DROP0352,LEVEL UP,Scared Of The Dark,1,Impact Cannon,Technical Weapon,149.0,46.224084162315826,44.996271414505024,154,168,322,0.4782608695652174,173
DROP0194,"Excision, Kai Wachi, Sullivan King",Bonebreaker,2,Impact Cannon,Filth Monster,170.0,43.79843446908467,44.205855146445266,154,168,322,0.4782608695652174,174
DROP0399,Ray Volpe,CRASH OUT,1,Impact Cannon,Technical Weapon,198.0,41.51911825941905,43.45886892301599,154,168,322,0.4782608695652174,175
DROP0362,"NGHTMRE, JT Roach, Viperactive",Cyanide,2,Impact Cannon,Technical Weapon,203.0,42.36057991431322,43.184015812655545,151,171,322,0.468944099378882,176
DROP0026,Subtronics,Gangstas,4,Technical Weapon,Impact Cannon,138.0,44.830708023939465,45.46283088154112,150,172,322,0.4658385093167702,177
DROP0028,Subtronics,Scream Saver,2,Impact Cannon,Filth Monster,153.0,44.566550933137506,44.90984695017532,150,172,322,0.4658385093167702,178
